category,name_en,description_brief
animal,Carnation Flowers,"A stylized depiction of a flowering plant with several pink flowers with frilled edges and darker pink centers, grouped closely together on green stems with slender elongated leaves. The style is reminiscent of a clip-art or cartoon-like depiction."
animal,Carp,"A cartoon-style image of a fish with a streamlined body, a gradient of gray to white from back to belly. It has lighter oval spots along its flank, a simple black eye with a yellow outline and fins indicated with darker gray lines. The fish is depicted in profile and appears to be in a neutral, swimming position."
animal,Carp,"A cartoon-style fish oriented horizontally with a pattern of alternating light and dark brown horizontal stripes along its body and a series of grey spots below the dorsal fin line. It has a yellow eye with a black pupil and a noticeable lateral line along the midsection of the fish’s body. The fins are simple, with the tail fin having a slight fork. The fish appears harmless and friendly."
animal,Carp,"The illustration depicts a stylized cartoon fish with a pink-toned body, cream belly, and diagonal crosshatch markings. It has a simple facial expression and its fins and tail match the body's color. The dorsal fin is large and prominent, while the pectoral and tail fins are smaller and proportionate to the body. The design is flat and graphic with well-defined outlines."
animal,Cat,"An illustration of a grey cat sitting upright with its tail curving on the ground. It has a lighter-colored muzzle and chest, large light amber eyes with a soft expression, pointed pink ears, and visible whiskers. The cat is looking straight ahead."
animal,Centipede,"The illustration depicts a stylized centipede with a segmented body in varying shades of yellow and brown. It has numerous short legs protruding from its sides and two long antennae at the front of its head. The centipede is depicted in profile, seeming to crawl from top to bottom, with a dotted line trailing behind it, suggesting movement."
animal,Chameleon,"A simplified, cartoon-like drawing of a chameleon in a side profile with its coiled tail and a raised ridge on its back. The chameleon is predominantly green with yellow stripes, with a prominent eye looking forward, its limbs splayed out as if it is walking. The background is plain and white."
animal,Cherry Blossom Tree,"The illustration features a stylized representation of a cherry blossom tree. The left side has a simple brown tree trunk with branches leading up to a pink canopy, which suggests the full bloom of cherry blossoms. To the right of the trunk, a large, detailed cherry blossom flower with white petals tinged with pink, a cluster of yellow stamens in the center, and a few pink petals falling from the flower."
animal,Cherry Tree,"An illustration has two distinct elements. On the left, a tree with a brown trunk and a round, green canopy dotted with red circles, representing fruit. To the right, there is a branch with a cluster of red berries hanging from it with two green leaves above. The can be interpreted as a visual aid for ""앵두나무,"" which means ""cherry tree"" in Korean."
animal,Chestnut Tree,"A stylized depiction of a chestnut tree next to two chestnuts. The tree has a single brown trunk with a round, green canopy, from which three orange-brown chestnuts with visible spikes are hanging. The two chestnuts on the ground are shown with a shade of brown, partially enclosed in their spiky, golden-brown husks, split open."
animal,Chicken,"A stylized chicken with a prominent red comb and wattle, primarily brown with a lighter brown or tan chest, yellow feet, and a yellow beak. It has an upright stance with a tail displayed in an upward curve. The chicken appears cartoonish and simplistic."
animal,Chicks,"Two cartoon-style yellow birds standing in profile. They have rounded bodies with simplistic details indicating feathers, and their feet and beaks are in a light pink shade. The birds appear to be chicks based on their shapes and proportions, against a plain background."
animal,Chimpanzee,"A cartoon monkey sits down, holding a partially peeled banana. The monkey is facing slightly to the left with its head turned, sporting a calm expression. Its body is predominantly grey, its face and ears are brownish-grey, and the banana is yellow. The image symbolizes the term ""치멤팬지"" (chimpanzee), a transliteration error for ""chimpanzee"" in Korean."
animal,Chipmunk,"A stylized image of a chipmunk facing the right side. It has a chunky body with shades of light and dark brown, a white underbelly, and distinctive dark stripes running along its back and head. Its eyes and nose are simplified, and it has small ears. Its bushy tail is curved upward, and it appears to be standing on its hind legs with its front paws held close to its chest. The style of the illustration is cartoonish with clean lines."
animal,Chrysanthemums,"Two stylized yellow chrysanthemum flowers, with their iconic curled and layered petals. Each flower is connected to a separate slender green stem and both have a pair of green leaves projecting from their respective stems. This image might symbolize ""국화"" (chrysanthemum) in Korean."
animal,Clamshell,"A closed clamshell with characteristic concentric ridges and a slightly shiny, smooth surface. Its coloration is primarily in shades of brown, tan, and white with hints of a yellowish hue near the hinge area. The clamshell is depicted in a cartoonish style with a simple, clean outline."
animal,Clownfish,"Two cartoon clownfish are illustrated. One is orange with three white stripes and black outlines around the stripes. The other clownfish is yellow with identical white stripes and black outlines. They are presented with side profiles and have visible fins, tails, and eyes. The style is simple and child-friendly."
animal,Cobra,"A stylized illustration of an upright cobra with its hood expanded. The cobra is painted in shades of yellow and tan with brown spots, displaying a natural appearance. Its face is simplistic with two eyes and a mild expression, and its body coils at the base."
animal,Columbine Flower,"The illustration depicts two pink bell-shaped columbine flowers hanging from their stems with pointed tips and prominent petal lines. Green leaves or bracts encase the stems with small thorn-like protrusions outlining the greenery. The style uses a color palette of pink, green, and minimal white for highlights."
animal,Comb,"A simple illustration of a comb. The comb has a straight handle with a brown base and a series of fine teeth extending from a solid white spine. The comb is depicted at an angle, giving a three-dimensional feel to the object."
animal,Come Here,"A cartoon-style drawing of a person and a dog facing each other. The person is standing upright with arms outstretched towards the dog, wearing a teal shirt and navy pants. The dog has a white body, a beige face, and a red collar. It appears to be a small, friendly breed with a wagging tail, depicted in a playful stance."
animal,Conch Shell,The illustration depicts a conical snail shell with a spiral design starting from the apex and expanding towards the opening. The shell is primarily beige and brown with some shadowing and a white shiny spot that suggests a reflection. The aperture of the shell is also visible.
animal,Congratulatory bouquet - Delivered,"The image features a stylized bouquet with a conical shape adorned with yellow and pink flower motifs on a dark background. There are bunches of greenery resembling pine or fir branches around the cone, topped with a prominent pink bow with long trailing ribbons. A red arrow points directly at the bouquet from the left, and there's a small tag on the bow with Asian characters."
animal,Coral,"Two stylized coral branches are depicted. The coral on the left is pink with darker pink spots, while the one on the right is purple with similar patterning. Both corals have branching, irregular structures with rounded ends."
animal,Cow,"A simple cartoonish illustration of a cow. The cow has a brown body, lighter brown snout, small straight tail with a tuft at the end, two small horns, and it's standing in a profile view with all four legs visible. The cow has a neutral expression."
animal,Cow,"A stylized image of a cow in side profile with prominent horns, ears, and hooves. The cow is predominantly brown with lighter brown coloration along its back. The cow is standing on all four legs, appearing calm and stationary with no background detail. The art style is simple and cartoonish."
animal,Crab,"A stylized illustration of a red crab. It has a prominent, rounded carapace with a pattern of dots, possibly representing texture or spots. The crab has eight legs and two raised claws that are symmetrical. The style is cartoonish, with bold outlines and a simplified form. The illustration lacks a background and is presented on a plain white surface."
animal,Crane,"A stylized illustration of a crane with a long neck and long legs, a predominantly white body and black tips on its wings. There is a small red patch above its eye. The crane is standing in a profile view, looking towards the right of the image, with its beak slightly open."
animal,Croaker Fish,"A simple, cartoon-like representation of a fish with a streamlined body, pointed head and tail. It is colored primarily in shades of gray and yellow, with a distinctive yellow eye. The fins and tail are yellow, and there are subtle gray lines indicating scales on its body."
animal,Curved Lines,"A simplified line drawing of two curved lines resembling an abstract object. Lines are somewhat parallel and diverge at the ends. The lines, outlined in blue, have a freehand sketch quality with few smaller lines or dots near the convergence, possibly indicating a focal point. The drawing does not clearly represent an animal or plant."
animal,Cutting down a tree,"A simplistic, cartoon-style drawing of a person cutting down a tree. The person is depicted with a grey head, wearing a blue shirt and dark pants, and holding a large saw, which is being used to cut into the lower portion of a brown tree. The tree shows details like wood grain and rings, indicating where the saw is making its cut."
animal,Daffodils,"An illustration featuring two yellow daffodils with green stems and leaves. One bloom is fully facing forward, showcasing its trumpet-like corona, while the other is angled to show the side profile of the flower."
animal,Dandelion,"Two stylized yellow flowers with green leaves. The larger flower stands taller with a thick green stem and a circular bloom composed of many elongated, yellow petals. The smaller flower mirrors the larger one but on a shorter stem, positioned to the right and slightly below the larger flower. Both flowers emerge from a shared clump of four green leaves at the base. The illustration represents the term ""민들레,"" which translates to ""dandelion"" in English."
animal,Dayfly,"A stylized, cartoonish butterfly with large, patterned wings that are a pale, tan color with a crisscross design. The body of the butterfly is elongated and segmented, resembling a caterpillar, and colored in a yellow hue with darker segments. One antenna stretches out from the head, curving elegantly. The style of the drawing is basic with clean lines and minimal shading."
animal,Deciduous tree shedding leaves (Falling leaves),"A stylized representation of a deciduous tree shedding its leaves in the fall. A simple tree with a round yellow canopy and a straight trunk stands to the left side of the image. Five leaves, colored yellow with visible midribs, are depicted in various stages of falling from the tree towards the ground. The ground is represented as a brown horizontal layer, with several leaves already resting on it. Above and to the right of the tree, there is a small red triangle, possibly representing a simplified form of the sun. The background is plain white."
animal,Deer,"A stylized drawing of a deer in a side profile stance. It has large, branching antlers, with a warm brown body, lighter brown spots on its back, white spots on its hindquarters, and pale beige antlers. The deer's eyes, nose, and hooves are outlined in a darker brown."
animal,Dog Bone,"An illustration of a simple, classic shaped dog bone. The bone is uniformly colored with minimal shading or detailing, giving it a flat, two-dimensional appearance."
animal,Dog bone,The image shows two similar objects that look like dumbbells. Each dumbbell consists of a central straight bar with two equal-sized ends that are wider. The illustration is a simple line drawing with a white background.
animal,Dog Conditioner,"A white pump bottle with a label that includes the text ""린스"" and the illustration of a dog's face. The label is yellow and the pump is mustard-colored. A single drop of liquid is above the pump, indicating the product is being dispensed. The image represents a pet conditioner product, typically used for dogs."
animal,Dog House,"A simple, stylized dog house. It features a basic, symmetrical house shape with a peaked green roof. The walls of the house are white, and the entrance is a rounded archway outlined in gray with a brown base, suggesting a door or an entry barrier."
animal,Dog Shampoo,"The image depicts a stylized illustration of a white pump bottle with a pink label. The label features Korean text and a simplified cartoon illustration of a dog's face. The pump mechanism is colored yellow, and a single drop of liquid is coming out of the pump. The text on the label reads ""샴푸,"" translating to ""shampoo"" in English."
animal,Dog Vitamin/Supplement,"A cartoon-style drawing of a supplement bottle with a white label on a yellow background. There's a basic depiction of a dog's face on the label. Inside the bottle are numerous pink, circular pills visible through the transparent lower half. The bottle is capped with a gray lid. The image appears to be an icon for a pet supplement, likely for dogs."
animal,Dog with collar,"A cartoon-like drawing of a white dog with brown ears, a small black nose, two dot eyes, a green collar with a yellow tag, and a small red detail on its back."
animal,Dog with Muzzle,"A stylized representation of a dog with large, floppy ears brown at the tips. The dog has a blue muzzle, or mask, over its nose and mouth area, with two horizontal white straps, a blue vertical strap, and three visible square slots. The dog's body is white, it is front-facing, and presents a cartoonish appearance."
animal,Dolphin,"Illustration of a dolphin depicted in side profile, gliding to the right. Its dorsal fin, pectoral fins, and tail are clearly visible. The dolphin has a long beak-like snout, with mouth curved upwards, expressing friendliness. The color of the dolphin is light blue with grey hint. The illustration style is minimalistic with clean lines."
animal,Domestic Fowl Illustration,"The illustration depicts a stylized bird that resembles a domestic fowl. It has a predominantly gray body with a white face and a large red wattle hanging below its beak. The bird has a round body, short wings, and thick yellow legs."
animal,Dragon,"A stylized illustration of a dragon in a side profile with its body stretched out horizontally. The dragon has a green scaly body with lighter green underbelly scales, four leg-like appendages with claws, and a tail that ends in a red, flame-like tip. Its head features sharp teeth, an open mouth, two yellow antler-like horns, and red eyes."
animal,Dragonfly,"A stylized dragonfly with a long, slender yellow body and large, translucent blue wings with a checkerboard design. The dragonfly's head is small and brown with two black dots representing eyes, and it has tiny, black line-drawn appendages. The overall style is simplistic and cartoon-like."
animal,Duck,"A simple, cartoon-style illustration of a duck standing upright on two orange webbed feet, with predominantly white body and a yellow beak, looking towards the right with a content expression. It has simple lines to indicate the wing and tail feathers and is outlined in black."
animal,Duck,"A simple line drawing of a duck's head and neck. The duck has a prominent yellow beak, a small, black dot for an eye, and the rest of its head and neck are colored white. Above the duck's head, there is a small red, upside-down triangle."
animal,Duck,"A simple, cartoon-style illustration of a duck standing upright and facing to the right. It has a yellow body and wings, an orange beak and webbed feet. Its eye is closed, displaying a peaceful expression."
animal,Eagle,"A stylized, simplistic depiction of a flying eagle with its wings spread wide. It has a brown body with slightly darker brown wing and tail feathers. The bird's beak is curved and yellow, with a small white patch on the underside of the wings. The image is set against a plain, light background."
animal,Earthworm,"A simple, cartoon-style drawing of an earthworm with a curved, segmented body. The worm is colored beige or light brown and has short lines suggesting setae or bristles."
animal,Earthworm,A cartoon-style drawing of an earthworm. The worm has a segmented body with shades of yellow and beige and a slightly tapered shape at both ends on a plain white background.
animal,Eel,"A stylized depiction of an eel which is long, slender, and has a dark grey body with lighter grey spots along its sides. It has a beige underside that is visible towards the end of its tail and a pair of small, rounded beige fins near its head. Its head is tapered with a simple black dot indicating its eye. The eel is curved in an 'S' shape."
animal,Eel,"A simple, cartoon-styled depiction of a black eel with a grey underside. The eel has a streamlined body that curves slightly upwards, small, simplistic eyes and a mouth, and a tail that tapers to a point. The shape and coloration are indicative of an eel."
animal,Eel,"An illustration depicts a stylized eel. Its body is elongated and curves smoothly, resembling the letter 'S'. The eel is dark grey with lighter grey shading and highlights, a slightly tapered head with a pointed snout, and a long slender tail. The image represents ""뱀장어,"" which translates to ""eel"" in English, set against a plain white background."
animal,Elephant,"A grayscale illustration of an elephant in profile, standing with its body facing left. It features large ears, a long trunk, and visible tusks. The drawing style shows minimal shading or detail."
animal,"Far Away
","A simple, cartoon-style drawing of a standing person wearing a green top and blue pants. To the left of the person, there is a large, horizontally oriented red arrow pointing to the right. The text ""멀어요"", written in Korean, translates to ""far away"" in English. The image symbolizes distance or something being far from the person's current position."
animal,Feeding Pets,"A human hand with a turquoise sleeve pointing towards a bowl filled with brown, chunky contents that resemble pet food. The bowl is shown in a side profile with the top open."
animal,Fetch (Bring It),"The cartoon-style drawing shows a human hand with a pointing finger gesturing towards a tennis ball marked by its distinctive white curved line on a green background. A small, white dog with a spot over one eye, black ears, and a pink collar around its neck, is sitting to the right of the ball, appearing to be looking up at the pointing hand and the ball. The image represents the command given to a dog to fetch the ball."
animal,Firefly,"The illustration depicts a stylized beetle, likely representing a firefly, with the Korean text ""반딧불이"" (banditbuli). The beetle has a brown elongated body divided into two main sections, a black head, long antennae, and six legs."
animal,Firefly,"A stylized representation of a firefly with a black body, a distinct red head, two antennae, black elytra (wing covers), and six legs. The rear end of the firefly is depicted with a yellow section, representing its bioluminescent organ. The style is simple and cartoonish."
animal,Fish,"A stylized, simplified drawing of a fish. The fish is colored predominantly in shades of gray and white with a simple black line defining its body shape. It has one visible eye with a yellow iris and a black pupil. The fish also has a suggestion of a fin or gill slit along its side with black color accent. The image is set against a plain white background."
animal,Fish,"A stylized, cartoonish brown fish is depicted vertically with its head at the top and tail at the bottom. The fish has large yellow eyes with black pupils and a body that tapers down to a small pointed tail fin. It has two visible fins, one on each side of its body. The illustration is set against a plain white background."
animal,Fish Swimming,"The illustration depicts five white-bodied fish, arranged diagonally from top left to bottom right, appearing to swim in the same direction. Each fish has an eye with a black pupil and a yellowish iris, and their mouths are closed. There are no additional features or background elements in the image."
animal,Flamingo,"A simplistic, cartoon-style illustration of a pink flamingo standing upright on one leg, with the other leg tucked away. Its neck is curved in a gentle S-shape, and it has a black-tipped beak. The flamingo is set against a plain white background, outlined in black."
animal,Flatfish,"A stylized, side-view image of a flat-bodied fish with a broad head and a tail tapering to a point. The body is primarily a light tan or beige color, with darker brown lines marking its fins and gills. The eye is a simple, prominent yellow circle with a small black dot in the center."
animal,Flea,"A stylized image of a flea in a simple cartoon style. The flea is shown in profile view, with its body segments, legs, and antennae outlined in black. The body is colored in shades of yellow and tan, with small black dots spread over the surface. Its legs are bent, suggesting readiness to jump."
animal,Flounder,"A cartoon image of a flatfish in a side-view profile. The fish has a beige body accentuated with a pattern of darker spots and lines, with the top part of the body having a darker shade. It features a visible eye and a mouth, with the eye pushed upwards, and simple, stylized fins with the tail fin distinctively shaped. The fish is oriented with its head to the left and tail to the right."
animal,Flower Bouquet,"A bouquet of red roses with green leaves bundled together and placed in a beige vase or pot. The vase has a large pink bow tied around it. The image has a cartoon-like style, representing flowers or a gift of flowers."
animal,Flower Bouquet,"An illustration of a tightly wrapped bouquet of flowers with petals in pink, yellow, and orange, and green leaves. The bouquet is encased in white wrapping paper and tied with a pink bow at the bottom. The style of the illustration is cartoonish and simplistic."
animal,Flower wilted (Not a flower),"An illustration composed of three main elements against a white background. On the left, a simplified, cartoon-like representation of a green plant with two leaves and a thin stem. In the middle, a red ""X"" mark. On the right, a stylized, gray flower with five petals and a visible center. The image conveys the message ""not a flower"" or the concept of ""something is missing or excluded."""
animal,Fly,"A stylized illustration of a fly with a rounded body segmented into green on the upper portion and a blue pattern that resembles a mountain range on the lower part. It has two transparent wings, large, dark-colored eyes, six thin black legs, and two antennae."
animal,Forsythia,"An illustration of a branch with several yellow, five-petaled flowers and some green leaves along the stems. The flowers are bright, with a lighter yellow center and a darker yellow outline, and the leaves are a solid green, while the branches are brown with a simple texture."
animal,Forsythia flowers,"A group of stylized purple flowers with five petals each, with dark lines outlining each petal, and a slight gradient of purple. There are green stems and leaves, suggesting the flowers are in full bloom. The leaves are lance-shaped and the stems seem to be supporting the blossoms upright."
animal,Fox,"A fox in a resting position with its eyes closed. The fox has a brown coat with noticeable ear tips and a white-tipped tail. It appears curled up comfortably, suggesting a state of sleep or relaxation."
animal,Freesia flower,"A stylized illustration of a yellow flower with a green stem. The flower has four yellow petals and details suggesting the stamen at the center. There's a single green leaf attached to the stem, and two buds that are partially open, also in yellow. The entire illustration is outlined in black, giving it a bold and cartoon-like appearance."
animal,Frog,"The illustration shows a stylized cartoon frog with large protruding eyes, a wide mouth, and a robust body. The frog is light brown with darker brown spots. Its arms and legs are spread out to the sides, each ending with four simple digits. The background is white. The pose and the simple, rounded shapes of the body gives the frog a whimsical, child-friendly appearance."
animal,Frog,"A cartoon illustration of a frog standing upright and facing forward. It has a large, round head with big, protruding eyes. The body is simple, round with a lighter-colored belly, and it has four limbs with three toes on each foot. The frog's coloration is primarily green, with a white area on its belly. The background of the image is white."
animal,Full Moon Flowers,"An illustration depicts a stylized bouquet of yellow flowers with prominent black stamens in the center of each flower. The bouquet consists of several blossoms connected to a green stem adorned with multiple green leaves. The flowers bear a simple design with petal shapes outlined in black, giving a cartoon-like representation."
animal,Gecko,"A stylized green gecko with a cartoon-like design. It has large yellow eyes with black centers. Its body is adorned with darker green spots and markings that resemble a natural pattern. The gecko's pose suggests movement, as if it's crawling to the viewer's right. The outline is bold and the colors are bright and flat, giving the image a vivid appearance."
animal,Ginkgo Tree,"A stylized tree with a rounded canopy bearing a lush green color, alongside a brown trunk and branches. Next to the tree, there is a simple brown park bench aligned to the right, suggesting a peaceful park scene. Both elements are outlined in black."
animal,Giraffe,"The illustration shows a giraffe standing in profile, featuring a long neck, spotted coat, and slender legs. The giraffe's coat is light-colored with a pattern of brown spots and patches. The giraffe is standing calmly, gazing forward. The image is a stylized, simplified representation, possibly for an icon or a visual aid. The art style is cartoonish with clean lines and flat colors."
animal,Goat,"A cartoon of a goat standing sideways facing left. The goat has a pleasant expression with eyes looking forward. Its body is colored in light beige with some shading to suggest a three-dimensional form, and its hooves are a darker gray. The goat has prominent horns curved back slightly."
animal,Goldfish,"A stylized goldfish predominantly orange with details suggesting scales and fins. The fish has a cartoonish appearance with a prominent eye and a slight smile, and its fins and tail are depicted with lines indicating movement or flow. The background is plain white."
animal,Gorilla,"The illustration depicts a side profile of a gorilla walking on all fours. It has a large body with a hunched back and is in shades of gray with a lighter gray face. The face features a simple design with eyes, nose, and a slight smile. The gorilla appears peaceful and calm. The style of the illustration is cartoonish, with clean lines and a simplified form."
animal,Grasshopper,"A simplified image of a grasshopper in profile, rendered in shades of brown with outlining to define its body segments, legs, antennae, and eyes. The grasshopper is positioned with its body horizontal to the ground, with its legs bent as if prepared to hop or at rest."
animal,Grasshopper,"A stylized depiction of a grasshopper in profile. The grasshopper is green with darker green stripes running along the length of its body and legs. It has long antennae, and both the body and the wings are visible. The image has a cartoon-like quality with clear outlines and a flat color fill."
